"Course_name","Inst_Name","Alloted_
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SC","GUJCET Based","Self-Finance","34889.00","34889.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","SEBC","GUJCET Based","Self-Finance","6533.00","6533.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","EWS","GUJCET Based","Self-Finance","18089.00","20100.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","GEN","GUJCET Based","Self-Finance","6120.00","16758.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","G.H.PATEL COLLEGE OF ENGG. & TECH. , V. V.
NAGAR","SEBC","GUJCET Based","Self-Finance","29620.00","50324.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GANDHINAGAR INSTITUTE OF TECHNOLOGY,
MOTI BHOYAN, KALOL, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","20657.00","28362.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","15609.00","15609.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","EWS","GUJCET Based","Govt / GIA","25867.00","34009.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","GUJCET Based","Govt / GIA","18523.00","22173.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","SEBC","GUJCET Based","Govt / GIA","27904.00","39035.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","GEN","JEE Based","Govt / GIA","904817.00","904907.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","EWS","GUJCET Based","Govt / GIA","22382.00","25069.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","GEN","GUJCET Based","Govt / GIA","1314.00","21621.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
BHAVNAGAR","SEBC","GUJCET Based","Govt / GIA","21627.00","40008.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","GUJCET Based","Govt / GIA","26464.00","50003.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, DAHOD","GEN","JEE Based","Govt / GIA","905648.00","906161.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","EWS","GUJCET Based","Govt / GIA","35941.00","38315.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","GUJCET Based","Govt / GIA","21208.00","34012.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","SEBC","GUJCET Based","Govt / GIA","37250.00","37250.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE,
MODASA","GEN","JEE Based","Govt / GIA","906291.00","906291.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","EWS","GUJCET Based","Govt / GIA","33792.00","37332.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","GUJCET Based","Govt / GIA","22965.00","32729.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","SEBC","GUJCET Based","Govt / GIA","33076.00","39848.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, PATAN","GEN","JEE Based","Govt / GIA","907565.00","907565.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","EWS","GUJCET Based","Govt / GIA","28948.00","50092.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Govt / GIA","13879.00","28367.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","SEBC","GUJCET Based","Govt / GIA","32206.00","34571.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","EWS","JEE Based","Govt / GIA","910566.00","910566.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","GEN","JEE Based","Govt / GIA","904458.00","904458.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","SEBC","JEE Based","Govt / GIA","906883.00","906883.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","12540.00","16548.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","6452.00","12227.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SC","GUJCET Based","Govt / GIA","33220.00","39679.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","13000.00","22972.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","ESM","JEE Based","Govt / GIA","914690.00","914690.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","EWS","JEE Based","Govt / GIA","903059.00","903059.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","GEN","JEE Based","Govt / GIA","902282.00","902282.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GUJARAT TECHNOLOGICAL UNIVERSITY SCHOOL
OF ENGINEERING AND TECHNOLOGY,
CHANDKHEDA, AHMEDABAD","EWS","GUJCET Based","Self-Finance","18897.00","19857.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GUJARAT TECHNOLOGICAL UNIVERSITY SCHOOL
OF ENGINEERING AND TECHNOLOGY,
CHANDKHEDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","11201.00","16796.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GUJARAT TECHNOLOGICAL UNIVERSITY SCHOOL
OF ENGINEERING AND TECHNOLOGY,
CHANDKHEDA, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","17343.00","17343.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","GYANMANJARI INSTITUTE OF TECHNOLOGY
BHAVNAGAR","GEN","GUJCET Based","Self-Finance","39789.00","39789.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","INDUS INSTITUTE OF TECH. & ENGG.,
RACHARDA, AHMEDABAD","GEN","GUJCET Based","Self-Finance","12291.00","50305.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","1487.00","1545.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","667.00","1127.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","3473.00","4538.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ESM","GUJCET Based","Govt / GIA","6472.00","6472.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","2850.00","3536.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","2076.00","2705.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","GUJCET Based","Govt / GIA","8650.00","8650.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","2889.00","5585.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","JEE Based","Govt / GIA","901606.00","901606.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","901178.00","901228.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SC","JEE Based","Govt / GIA","908830.00","908830.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","JEE Based","Govt / GIA","901480.00","901480.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.D.R.P. INSTITUTE OF TECH. & RESEARCH.,
GANDHINAGAR","GEN","GUJCET Based","Self-Finance","26651.00","50330.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","EWS","GUJCET Based","Self-Finance","28988.00","30535.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","14360.00","25225.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","L.J. INSTITUTE OF ENGG AND TECH.,
AHMEDABAD","SEBC","GUJCET Based","Self-Finance","33542.00","33542.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","GUJCET Based","Self-Finance","5667.00","7224.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","GUJCET Based","Self-Finance","3989.00","4855.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SC","GUJCET Based","Self-Finance","16766.00","16766.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","GUJCET Based","Self-Finance","9031.00","11623.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","EWS","JEE Based","Self-Finance","901703.00","901703.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","GEN","JEE Based","Self-Finance","901454.00","901646.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","PANDIT DEENDAYAL ENERGY UNIVERSITY
,GANDHINAGAR","SEBC","JEE Based","Self-Finance","903649.00","904344.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SAL INSTITUTE OF TECH. & ENGG. RESEARCH,
AHMEDABAD","GEN","GUJCET Based","Self-Finance","22664.00","34236.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","EWS","GUJCET Based","Self-Finance","30762.00","38260.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SARDAR VALLABHBHAI PATEL INSTITUTE OF
TECH.,VASAD","GEN","GUJCET Based","Self-Finance","5062.00","24109.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","EWS","GUJCET Based","Self-Finance","14591.00","14591.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","GEN","GUJCET Based","Self-Finance","7241.00","13637.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SARVAJANIK COLLEGE OF ENGG. & TECH. ,
SURAT","SEBC","GUJCET Based","Self-Finance","23847.00","28218.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","SHRI SWAMI ATMANAND SARASWATI INSTITUTE
OF TECH., SURAT","GEN","GUJCET Based","Self-Finance","10369.00","23672.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","UNITEDWORLD INSTITUTE OF TECHNOLOGY,
UVARSAD, GANDHINAGAR","GEN","GUJCET Based","Self-Finance","23762.00","23762.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","V.V.P. ENGINEERING COLLEGE, RAJKOT","EWS","GUJCET Based","Self-Finance","25030.00","25030.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","V.V.P. ENGINEERING COLLEGE, RAJKOT","GEN","GUJCET Based","Self-Finance","16555.00","18691.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","ESM","GUJCET Based","Govt / GIA","23528.00","23528.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","5320.00","6113.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","3034.00","5222.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","GUJCET Based","Govt / GIA","22179.00","22179.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","8260.00","10022.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","901213.00","901460.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","JEE Based","Govt / GIA","910329.00","910329.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","JEE Based","Govt / GIA","902490.00","902607.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","CHAROTAR UNIVERSITY OF SCIENCE &
TECHNOLOGY (CHARUSAT) - CHANDUBHAI S
PATEL INSTITUTE OF TECHNOLOGY (CSPIT),
CHANGA","TFWs","GUJCET Based","Self-Finance","5753.00","5963.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","TFWs","GUJCET Based","Govt / GIA","8584.00","8584.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","FACULTY OF TECHNOLOGY(SFI), DHARMSINH
DESAI UNIVERSITY, NADIAD","TFWs","GUJCET Based","Self-Finance","1643.00","1643.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE,
BHARUCH","TFWs","GUJCET Based","Govt / GIA","15467.00","16122.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, DAHOD","TFWs","GUJCET Based","Govt / GIA","23959.00","26158.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE,
MODASA","TFWs","GUJCET Based","Govt / GIA","19771.00","19771.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, PATAN","TFWs","GUJCET Based","Govt / GIA","20491.00","20491.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, RAJKOT","TFWs","GUJCET Based","Govt / GIA","8167.00","12811.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","6384.00","6562.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GOVERNMENT ENGINEERING COLLEGE, SECTOR
28 GANDHINAGAR","TFWs","JEE Based","Govt / GIA","902322.00","902322.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GUJARAT TECHNOLOGICAL UNIVERSITY SCHOOL
OF ENGINEERING AND TECHNOLOGY,
CHANDKHEDA, AHMEDABAD","TFWs","GUJCET Based","Self-Finance","7873.00","7873.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","GYANMANJARI INSTITUTE OF TECHNOLOGY
BHAVNAGAR","TFWs","GUJCET Based","Self-Finance","35718.00","35718.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","TFWs","GUJCET Based","Govt / GIA","1581.00","1581.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","PARUL INSTITUTE OF ENGINEERING &
TECHNOLOGY, WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","26078.00","32974.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","SILVER OAK COLLEGE OF ENGG., & TECH.
(WITHIN AMHEDABAD MUNICIPAL
CORPORATION LIMIT), AHMEDABAD","TFWs","GUJCET Based","Self-Finance","27125.00","27125.00"
"ELECTRONICS &
COMMUNICATION
ENGINEERING - TFWS","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","3521.00","3594.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","EWS","GUJCET Based","Self-Finance","4839.00","6789.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","GEN","GUJCET Based","Self-Finance","2541.00","4029.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","INSTITUTE OF TECHNOLOGY, NIRMA UNIVERSITY
OF SCIENCE & TECHNOLOGY, AHMEDABAD","SEBC","GUJCET Based","Self-Finance","8528.00","12576.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","GUJCET Based","Govt / GIA","13918.00","16551.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","GUJCET Based","Govt / GIA","8746.00","13883.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SC","GUJCET Based","Govt / GIA","35698.00","39654.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","SEBC","GUJCET Based","Govt / GIA","21167.00","22657.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","EWS","JEE Based","Govt / GIA","905284.00","905284.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","GEN","JEE Based","Govt / GIA","902404.00","902404.00"
"ELECTRONICS &
INSTRUMENTATION
ENGINEERING - TFW","VISHWAKARMA GOVERNMENT ENGINEERING
COLLEGE, CHANDKHEDA,GANDHINAGAR","TFWs","GUJCET Based","Govt / GIA","8918.00","10996.00"
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","EWS","GUJCET Based","Govt / GIA","8469.00","9224.00"
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","GEN","GUJCET Based","Govt / GIA","2287.00","8417.00"
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SC","GUJCET Based","Govt / GIA","26620.00","38995.00"
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SEBC","GUJCET Based","Govt / GIA","14077.00","14905.00"
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR","SC","JEE Based","Govt / GIA","911364.00","911364.00"
"ELECTRONICS
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","EWS","GUJCET Based","Govt / GIA","4910.00","5315.00"
"Course_name","Inst_Name","Alloted_
Cat","Quota","Institute Type","First Rank","Last Rank"
"ELECTRONICS
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","GUJCET Based","Govt / GIA","2323.00","4422.00"
"ELECTRONICS
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","GUJCET Based","Govt / GIA","9755.00","10628.00"
"ELECTRONICS
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","GEN","JEE Based","Govt / GIA","900206.00","900206.00"
"ELECTRONICS
ENGINEERING","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","SEBC","JEE Based","Govt / GIA","902846.00","902846.00"
"ELECTRONICS
ENGINEERING (VLSI DESIGN
AND TECHNOLOGY)","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","EWS","GUJCET Based","Self-Finance","347.00","347.00"
"ELECTRONICS
ENGINEERING (VLSI DESIGN
AND TECHNOLOGY)","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","GEN","GUJCET Based","Self-Finance","290.00","290.00"
"ELECTRONICS
ENGINEERING (VLSI DESIGN
AND TECHNOLOGY)","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","SC","GUJCET Based","Self-Finance","4118.00","4118.00"
"ELECTRONICS
ENGINEERING (VLSI DESIGN
AND TECHNOLOGY)","DHIRUBHAI AMBANI INSTITUTE OF INFO. &
COMM. TECH., GANDHINAGAR","ST","GUJCET Based","Self-Finance","29914.00","29914.00"
"ELECTRONICS
ENGINEERING-TFWS","FACULTY OF TECHNOLOGY &
ENGINEERING(MSU), VADODARA","TFWs","GUJCET Based","Govt / GIA","3841.00","3841.00"
"ENVIRONMENTAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","GUJCET Based","Govt / GIA","32551.00","50606.00"
"ENVIRONMENTAL
ENGINEERING","DR. S & S.S.GHANDHI GOVERNMENT
ENGINEERING COLLEGE SURAT","GEN","JEE Based","Govt / GIA","910583.00","931210.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","GUJCET Based","Govt / GIA","21266.00","24781.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","GUJCET Based","Govt / GIA","2599.00","19536.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","SEBC","GUJCET Based","Govt / GIA","23222.00","23222.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","ST","GUJCET Based","Govt / GIA","25335.00","25335.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","EWS","JEE Based","Govt / GIA","908103.00","908103.00"
"ENVIRONMENTAL
ENGINEERING","L.D.COLLEGE OF ENGINEERING, AHMEDABAD","GEN","JEE Based","Govt / GIA","902748.00","902748.00"
"FOOD ENGINEERING AND
TECHNOLOGY","SHREE PAREKH ENGINEEIRNG COLLEGE,
MAHUVA","GEN","GUJCET Based","Self-Finance","30589.00","30589.00"
"FOOD PROCESSING
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD","GEN","GUJCET Based","Self-Finance","12159.00","50523.00"
"FOOD TECHNOLOGY","GANPAT UNIVERSITY, U.V.PATEL COLLEGE OF
ENGINEERING, KHERVA, MEHSANA","GEN","GUJCET Based","Self-Finance","1209.00","36547.00"
"FOOD TECHNOLOGY","KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA","GEN","GUJCET Based","Self-Finance","35001.00","50028.00"
"FOOD TECHNOLOGY","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","GEN","GUJCET Based","Self-Finance","14966.00","28258.00"
"FOOD TECHNOLOGY -TFW","KRISHNA SCHOOL OF TECHNOLOGY, VARNAMA,
VADODARA","TFWs","GUJCET Based","Self-Finance","14189.00","19919.00"
"FOOD TECHNOLOGY -TFW","PARUL INSTITUTE OF TECHNOLOGY,
WAGHODIA, VADODARA","TFWs","GUJCET Based","Self-Finance","21365.00","21365.00"
